path,language,start,end,word
datasets\Corpus\adult\audio\train_split\AD59073.wav,en,3.59,3.893,their
datasets\Corpus\adult\audio\train_split\AD59073.wav,en,4.014,4.74,mitais
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,0.0,0.469,especially
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,0.49,0.694,their
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,0.735,1.041,boondi
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,1.061,1.143,ke
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,1.163,2.02,laddu.
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,2.0,2.163,That
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,2.224,2.265,is
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,2.306,2.551,something
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,2.592,2.653,I
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,2.673,2.796,would
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,2.816,4.02,recommend
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,4.0,4.204,from
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,4.245,4.388,my
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,4.429,4.694,place
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,4.755,5.102,to
datasets\Corpus\adult\audio\train_split\AD59074.wav,en,5.429,6.02,everyone.
datasets\Corpus\adult\audio\train_split\AD59076.wav,en,0.0,0.433,home
datasets\Corpus\adult\audio\train_split\AD59076.wav,en,0.515,0.825,cooked
datasets\Corpus\adult\audio\train_split\AD59076.wav,en,0.845,1.155,food
datasets\Corpus\adult\audio\train_split\AD59076.wav,en,1.278,2.021,mostly.
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,0.0,0.343,और
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,0.363,0.464,अभी
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,0.484,0.828,जंक
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,0.848,0.888,जो
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,0.908,1.05,आपके
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,1.09,1.332,पास
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,1.352,1.534,लगा
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,1.554,1.736,जैसे
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,1.756,1.998,की
datasets\Corpus\adult\audio\train_split\AD59078.wav,hi,2.019,4.36,समोसे
datasets\Corpus\adult\audio\train_split\AD59080.wav,hi,0.0,0.487,और
datasets\Corpus\adult\audio\train_split\AD59080.wav,hi,0.508,0.853,बाकी
datasets\Corpus\adult\audio\train_split\AD59080.wav,hi,0.873,1.868,यूजवल
datasets\Corpus\adult\audio\train_split\AD59080.wav,hi,1.888,2.72,जो
datasets\Corpus\adult\audio\train_split\AD59081.wav,hi,0.0,0.459,थाली
datasets\Corpus\adult\audio\train_split\AD59081.wav,hi,0.48,0.667,होती
datasets\Corpus\adult\audio\train_split\AD59081.wav,hi,0.688,1.001,है
datasets\Corpus\adult\audio\train_split\AD59081.wav,en,0.98,2.221,anything
datasets\Corpus\adult\audio\train_split\AD59081.wav,en,2.262,2.405,which
datasets\Corpus\adult\audio\train_split\AD59081.wav,en,2.466,2.527,is
datasets\Corpus\adult\audio\train_split\AD59081.wav,en,2.628,3.096,home
datasets\Corpus\adult\audio\train_split\AD59081.wav,en,3.137,3.32,cooked
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,0.0,0.484,"baingan,"
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,0.545,1.029,"lauki,"
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,1.049,1.816,"everything,"
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,1.836,2.28,everything
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,2.32,2.462,which
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,2.542,2.583,is
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,2.643,2.764,like
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,2.865,3.148,home
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,3.188,3.47,"cooked,"
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,3.511,3.652,which
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,3.713,3.773,is
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,3.854,4.237,lightly
datasets\Corpus\adult\audio\train_split\AD59082.wav,en,4.298,4.58,cooked.
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,0.0,0.368,So
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,0.409,0.675,that's
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,0.756,0.92,my
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,1.002,1.329,favorite
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,1.37,1.533,kind
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,1.595,1.636,of
datasets\Corpus\adult\audio\train_split\AD59083.wav,en,1.697,1.86,food.
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,0.0,0.453,अब
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,0.536,0.865,भिंडी
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,0.886,0.989,और
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,1.009,1.586,आलू
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,1.607,1.875,के
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,2.101,3.049,सब्सक्राइब
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,3.152,3.399,इस
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,3.42,3.77,पूर्ट
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,3.79,4.079,बिट्ट
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,4.099,4.45,इस
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,4.47,5.274,सिंपल
datasets\Corpus\adult\audio\train_split\AD59085.wav,hi,5.356,6.201,अ
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,0.0,0.205,Can
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,0.225,0.307,you
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,0.348,0.512,tell
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,0.533,0.635,me
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,0.717,0.901,about
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,0.963,1.045,your
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,1.065,1.454,favorite
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,1.475,1.72,dish?
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,1.7,2.655,Favorite
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,2.695,3.0,dish
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,3.629,3.853,would
datasets\Corpus\adult\audio\train_split\AD59086.wav,en,3.893,4.34,be...
datasets\Corpus\adult\audio\train_split\AD59087.wav,en,0.0,0.388,I
datasets\Corpus\adult\audio\train_split\AD59087.wav,en,0.408,0.816,"guess,"
datasets\Corpus\adult\audio\train_split\AD59087.wav,en,1.694,2.02,Kathel.
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,0.0,0.57,गर्मियों
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,0.59,0.814,में
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,0.835,0.997,कठेल
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,1.018,1.181,की
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,1.201,1.506,सबजी
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,1.527,1.71,और
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,1.73,2.076,सर्दियों
datasets\Corpus\adult\audio\train_split\AD59089.wav,hi,2.137,2.32,में
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,0.0,0.443,okay
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,0.584,0.806,next
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,0.826,1.088,question
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,1.168,1.289,is
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,1.39,1.652,what's
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,1.712,1.833,my
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,1.873,2.337,favorite
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,2.377,2.941,destination
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,3.001,3.163,for
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,3.183,3.807,holiday
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,3.827,3.888,and
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,4.814,4.935,why
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,4.976,5.056,do
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,5.076,5.157,you
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,5.197,5.358,like
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,5.399,5.62,that
datasets\Corpus\adult\audio\train_split\AD59091.wav,en,5.6,12.178,place
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,0.0,0.281,My
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,0.382,0.804,favorite
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,0.844,1.487,destination
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,1.568,1.708,for
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,1.728,2.351,holiday
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,2.392,2.934,I
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,2.974,3.417,feel
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,3.457,3.597,would
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,3.698,4.2,always
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,4.241,5.004,be
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,5.768,5.949,some
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,5.989,6.27,place
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,6.492,6.672,which
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,6.753,6.853,is
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,7.396,7.597,very
datasets\Corpus\adult\audio\train_split\AD59092.wav,en,7.818,8.26,quiet.
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,0.0,0.343,not
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,0.403,0.564,much
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,0.604,1.007,tourists
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,1.572,1.672,go
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,1.733,1.813,to
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,1.854,1.995,that
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,2.075,2.297,place
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,2.357,2.478,that
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,2.539,2.66,would
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,2.7,2.76,be
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,2.801,2.921,my
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,2.962,3.345,favorite
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,3.365,4.009,destination
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,4.936,5.097,to
datasets\Corpus\adult\audio\train_split\AD59094.wav,en,5.138,5.46,holiday
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,0.0,0.403,"Okay,"
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,0.483,0.604,one
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,1.551,1.873,place
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,1.933,2.054,that
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,2.074,2.094,I
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,2.135,2.316,would
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,2.578,2.739,like
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,2.799,2.9,to
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,3.021,3.222,go
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,3.242,3.282,is
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,4.632,4.692,I
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,4.752,5.135,feel
datasets\Corpus\adult\audio\train_split\AD59096.wav,en,5.276,5.9,France.
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,0.0,0.503,और
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,0.523,0.966,क्यों
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,0.986,1.308,पसंद
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,1.369,1.49,है
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,1.51,1.872,फ्रांस
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,1.892,2.698,इसलिए
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,2.718,3.14,कि
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,3.161,3.342,वाइ
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,3.362,3.503,डू
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,3.523,3.624,आई
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,3.644,3.845,लाइट
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,3.865,4.429,दाट
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,4.449,4.852,प्लेस
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,4.872,5.637,बिकेज
datasets\Corpus\adult\audio\train_split\AD59097.wav,hi,5.818,6.18,अ
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,0.0,0.283,that
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,0.323,0.464,it's
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,0.626,1.029,quite
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,1.07,2.603,"serene,"
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,2.765,2.886,it's
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,3.007,3.229,quite
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,3.269,3.713,"beautiful,"
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,3.733,3.895,the
datasets\Corpus\adult\audio\train_split\AD59098.wav,en,3.935,4.5,countryside.
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,0.0,0.73,which
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,0.75,0.831,are
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,0.871,1.236,attached
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,1.277,1.5,to
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,1.642,1.824,these
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,1.885,2.169,small
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,2.209,2.493,small
datasets\Corpus\adult\audio\train_split\AD59102.wav,en,2.554,3.06,towns
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,0.0,0.502,People
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,0.585,0.648,are
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,0.669,0.774,very
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,0.795,0.941,warm.
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,1.04,1.457,People
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,1.478,1.54,are
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,1.624,1.707,very
datasets\Corpus\adult\audio\train_split\AD59103.wav,en,1.77,2.041,good.
datasets\Corpus\adult\audio\train_split\AD59104.wav,hi,0.0,0.522,और
datasets\Corpus\adult\audio\train_split\AD59104.wav,hi,0.543,0.844,वो
datasets\Corpus\adult\audio\train_split\AD59104.wav,hi,0.864,1.869,जो
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,2.09,2.512,community
datasets\Corpus\adult\audio\train_split\AD59104.wav,hi,2.532,2.974,वाली
datasets\Corpus\adult\audio\train_split\AD59104.wav,hi,2.994,3.235,जो
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,3.356,3.717,feeling
datasets\Corpus\adult\audio\train_split\AD59104.wav,hi,3.738,3.959,है
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,4.019,4.22,that
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,4.3,4.501,comes
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,4.561,4.682,when
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,4.722,4.803,you
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,4.843,5.124,visit
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,5.144,5.425,these
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,6.109,6.611,villages
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,7.053,7.214,which
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,7.334,7.455,are
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,7.535,8.018,surrounding
datasets\Corpus\adult\audio\train_split\AD59104.wav,en,8.058,8.54,France
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,0.0,0.469,i
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,0.489,0.774,guess
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,1.059,1.243,that
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,1.324,1.467,would
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,1.528,1.609,be
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,1.63,1.772,my
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,1.935,2.404,favorite
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,2.445,3.015,destination
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,3.097,3.239,for
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,3.28,3.891,holiday
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,4.013,4.604,besides
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,4.788,4.951,the
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,5.093,5.765,mountains
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,5.928,6.051,in
datasets\Corpus\adult\audio\train_split\AD59105.wav,en,6.112,6.58,india
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.0,0.206,Now
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.227,0.31,I'm
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.351,0.516,going
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.557,0.599,to
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.661,0.805,read
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.867,0.929,the
datasets\Corpus\adult\audio\train_split\AD59106.wav,en,0.97,1.301,lines.
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,0.0,0.303,दोनों
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,0.343,0.424,ही
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,0.464,0.707,बच्चे
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,0.727,0.909,बहुत
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,0.929,1.09,मस्ती
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,1.111,1.292,करते
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,1.312,1.494,थे
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,1.514,1.615,और
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,1.636,1.757,उनकी
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,1.837,2.322,फ्रेंडशब
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,2.342,2.564,बिल्कुल
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,2.584,3.13,छुटकीयों
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,3.17,3.372,की
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,3.433,3.594,दरे
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,3.614,4.24,थी
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,4.22,4.731,हमेशा
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,4.751,4.976,पास
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,5.078,5.773,हमेशा
datasets\Corpus\adult\audio\train_split\AD59108.wav,hi,5.814,6.1,साथ
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,0.0,0.323,चिंटू
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,0.364,0.566,और
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,0.586,0.788,आजू
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,0.808,0.929,ने
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,0.97,1.111,एक
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,1.151,1.293,दिन
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,1.313,1.515,सुना
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,1.535,1.858,कि
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,1.879,2.081,उनके
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,2.101,2.303,पास
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,2.323,2.525,के
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,2.545,2.727,जंगल
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,2.767,2.848,में
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,2.868,3.01,एक
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,3.03,3.212,जादूई
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,3.232,3.616,गुफा
datasets\Corpus\adult\audio\train_split\AD59109.wav,hi,3.636,4.06,है
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.0,0.141,इसे
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.162,0.303,सुनके
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.323,0.505,दोनों
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.525,0.647,ने
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.667,0.849,सुचा
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.869,0.95,कि
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,0.99,1.536,उनका
datasets\Corpus\adult\audio\train_split\AD59110.wav,en,2.081,2.344,next
datasets\Corpus\adult\audio\train_split\AD59110.wav,en,2.485,2.97,adventure
datasets\Corpus\adult\audio\train_split\AD59110.wav,en,2.991,3.233,spot
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,3.253,3.435,हो
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,3.455,3.86,सकता
datasets\Corpus\adult\audio\train_split\AD59110.wav,hi,3.88,3.92,है
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,0.0,0.262,सो
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,0.282,0.545,चिंटू
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,0.565,0.666,और
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,0.726,0.827,आजू
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,0.847,1.049,ने
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,1.069,1.271,अपने
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,1.291,1.473,जोलों
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,1.493,1.856,में
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,1.896,2.038,कुछ
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,2.058,2.441,स्नाक्स
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,2.502,2.582,और
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,2.603,2.885,पानी
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,2.905,3.127,बैक
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,3.167,3.349,किया
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,3.369,3.49,और
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,3.51,3.773,गुफा
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,3.793,3.874,की
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,3.894,3.995,तरफ
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,4.015,4.116,चल
datasets\Corpus\adult\audio\train_split\AD59111.wav,hi,4.156,4.64,दिये।
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,0.0,0.206,جب
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,0.226,0.371,وہ
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,0.391,0.515,گفہ
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,0.535,0.824,تک
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,0.844,1.174,پہنچ
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,1.194,1.421,گئے
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,1.4,2.091,انہیں
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,2.111,2.314,گفہ
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,2.334,2.477,سے
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,2.497,2.822,ایک
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,3.005,3.391,عجیب
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,3.411,3.533,سی
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,3.594,3.898,آواز
datasets\Corpus\adult\audio\train_split\AD59114.wav,other,3.919,4.02,آئی
datasets\Corpus\adult\audio\train_split\AD59115.wav,en,0.0,1.204,Welcome
datasets\Corpus\adult\audio\train_split\AD59115.wav,en,1.245,1.612,Chintu
datasets\Corpus\adult\audio\train_split\AD59115.wav,en,1.633,1.694,and
datasets\Corpus\adult\audio\train_split\AD59115.wav,en,1.714,2.02,Raju.
datasets\Corpus\adult\audio\train_split\AD59117.wav,hi,0.0,0.288,मैं
datasets\Corpus\adult\audio\train_split\AD59117.wav,hi,0.308,0.452,हूँ
datasets\Corpus\adult\audio\train_split\AD59117.wav,hi,0.473,0.699,गुफा
datasets\Corpus\adult\audio\train_split\AD59117.wav,hi,0.719,0.945,का
datasets\Corpus\adult\audio\train_split\AD59117.wav,hi,0.986,1.521,गार्जिन।
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,0.0,0.326,तुम
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,0.347,0.592,दोनों
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,0.612,0.836,को
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,0.857,0.959,यहां
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,0.979,1.102,के
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,1.122,1.326,रास
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,1.346,1.469,पता
datasets\Corpus\adult\audio\train_split\AD59118.wav,hi,1.489,2.06,चलेंगे
datasets\Corpus\adult\audio\train_split\AD59119.wav,other,0.0,0.303,چنٹو
datasets\Corpus\adult\audio\train_split\AD59119.wav,other,0.324,0.587,اور
